id,source_file,window_start,window_end,start_time,end_time,caption,question,answer,risk_level,driving_style,llm_model,generation_status
obd_000222,new_data/marcelo_gasolina.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000223,new_data/marianne_jp_recife.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000224,new_data/marianne_jp_recife.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000225,new_data/marianne_jp_recife.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000226,new_data/marianne_jp_recife.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000227,new_data/marianne_jp_recife.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000228,new_data/marianne_jp_recife.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000229,new_data/marianne_natal_jp.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000230,new_data/marianne_natal_jp.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000231,new_data/marianne_natal_jp.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000232,new_data/marianne_natal_jp.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000233,new_data/marianne_natal_jp.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000234,new_data/marianne_natal_jp.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000235,new_data/polo_currais_natal.csv,0,23,07-Oct-2024 06:35:05.077,07-Oct-2024 06:35:28.073,"Janela com velocidade media de 0.2 km/h, RPM medio de 977, carga 12%, acelerador 14% e paradas 92%.",Este padrao sugere condução em congestionamento?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000236,new_data/polo_currais_natal.csv,48,71,07-Oct-2024 06:35:53.071,07-Oct-2024 06:36:16.069,"Janela com velocidade media de 28.3 km/h, RPM medio de 1835, carga 14%, acelerador 17% e paradas 0%.",O trecho mostra conducao suave e eficiente?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000237,new_data/polo_currais_natal.csv,96,119,07-Oct-2024 06:36:41.070,07-Oct-2024 06:37:04.068,"Janela com velocidade media de 23.6 km/h, RPM medio de 1759, carga 10%, acelerador 15% e paradas 0%.",O padrao observado favorece economia de combustivel?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000238,new_data/polo_currais_natal.csv,144,167,07-Oct-2024 06:37:29.072,07-Oct-2024 06:37:52.072,"Janela com velocidade media de 40.5 km/h, RPM medio de 1716, carga 25%, acelerador 22% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000239,new_data/polo_currais_natal.csv,192,215,07-Oct-2024 06:38:17.072,07-Oct-2024 06:38:40.073,"Janela com velocidade media de 27.9 km/h, RPM medio de 1673, carga 20%, acelerador 20% e paradas 0%.",O trecho mostra conducao suave e eficiente?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000240,new_data/polo_currais_natal.csv,240,263,07-Oct-2024 06:39:05.069,07-Oct-2024 06:39:28.073,"Janela com velocidade media de 29.8 km/h, RPM medio de 1629, carga 25%, acelerador 22% e paradas 0%.",O padrao observado favorece economia de combustivel?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000241,new_data/polo_farmacia_ida.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000242,new_data/polo_farmacia_ida.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000243,new_data/polo_farmacia_ida.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000244,new_data/polo_farmacia_ida.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000245,new_data/polo_farmacia_ida.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000246,new_data/polo_farmacia_ida.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000247,new_data/polo_farmacia_volta.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000248,new_data/polo_farmacia_volta.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000249,new_data/polo_farmacia_volta.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000250,new_data/polo_farmacia_volta.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000251,new_data/polo_farmacia_volta.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000252,new_data/polo_farmacia_volta.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000253,new_data/trips (1).csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000254,new_data/trips (1).csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000255,new_data/trips (1).csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000256,new_data/trips (1).csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000257,new_data/trips (1).csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000258,new_data/trips (1).csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000259,new_data/trips (2).csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000260,new_data/trips (2).csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000261,new_data/trips (2).csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000262,new_data/trips (2).csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000263,new_data/trips (2).csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000264,new_data/trips (2).csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000265,new_data/trips 2.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000266,new_data/trips 2.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000267,new_data/trips 2.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000268,new_data/trips 2.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000269,new_data/trips 2.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000270,new_data/trips 2.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000271,new_data/trips 3.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000272,new_data/trips 3.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000273,new_data/trips 3.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000274,new_data/trips 3.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000275,new_data/trips 3.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000276,new_data/trips 3.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000277,new_data/trips 4.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000278,new_data/trips 4.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000279,new_data/trips 4.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000280,new_data/trips 4.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000281,new_data/trips 4.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000282,new_data/trips 4.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000283,new_data/trips 5.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000284,new_data/trips 5.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000285,new_data/trips 5.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000286,new_data/trips 5.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000287,new_data/trips 5.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000288,new_data/trips 5.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000289,new_data/trips copy 2 2.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000290,new_data/trips copy 2 2.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000291,new_data/trips copy 2 2.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000292,new_data/trips copy 2 2.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000293,new_data/trips copy 2 2.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000294,new_data/trips copy 2 2.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000295,new_data/trips copy 2.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000296,new_data/trips copy 2.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000297,new_data/trips copy 2.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000298,new_data/trips copy 2.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000299,new_data/trips copy 2.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000300,new_data/trips copy 2.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000301,new_data/trips copy 3.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000302,new_data/trips copy 3.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000303,new_data/trips copy 3.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000304,new_data/trips copy 3.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000305,new_data/trips copy 3.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000306,new_data/trips copy 3.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000307,new_data/trips copy 4.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000308,new_data/trips copy 4.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000309,new_data/trips copy 4.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000310,new_data/trips copy 4.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000311,new_data/trips copy 4.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000312,new_data/trips copy 4.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000313,new_data/trips copy.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000314,new_data/trips copy.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
